location,count_suwbay,count_bus,count_taxi,count_filling_station,count_automobile_rental
"116.21,39.89",0,10,0,1,0
"116.21,39.92",0,11,0,1,1
"116.21,39.95",0,7,0,1,0
"116.21,39.96",0,3,0,0,0
"116.21,39.97",0,5,0,2,0
"116.21,39.98",0,4,0,1,0
"116.21,40.03",0,1,0,0,0
"116.21,40.04",0,6,0,1,0
"116.21,40.05",0,5,0,0,0
"116.21,40.06",0,4,0,0,0
"116.21,40.08",0,1,0,0,0
"116.21,40.09",0,5,0,1,0
"116.21,40.10",0,11,0,0,0
"116.21,40.11",0,5,0,0,0
"116.21,40.12",0,9,0,1,0
"116.21,40.13",0,7,0,0,0
"116.21,40.14",0,2,0,0,0
"116.21,40.15",0,3,0,0,0
"116.21,40.16",0,3,0,0,0
"116.21,40.17",0,3,0,0,0
"116.21,40.18",0,4,0,0,0
"116.21,40.20",0,5,0,0,0
"116.21,40.21",0,2,0,0,0
"116.21,40.22",0,10,0,2,0
"116.21,40.23",0,12,0,2,0
"116.21,40.25",0,10,0,0,0
"116.21,40.26",0,4,0,1,0
"116.21,40.27",0,5,0,1,0
"116.21,40.28",0,3,0,1,0
"116.21,40.29",0,1,0,0,1
"116.21,40.32",0,2,0,0,0
"116.21,40.33",0,5,0,0,0
"116.21,40.56",0,2,0,0,0
"116.21,40.57",0,3,0,0,0
"116.22,39.62",0,1,0,0,0
"116.22,39.69",0,2,0,0,0
"116.22,39.71",0,4,0,1,0
"116.22,39.72",0,6,0,0,0
"116.22,39.73",0,7,0,0,0
"116.22,39.74",0,4,0,0,0
"116.22,39.75",0,11,0,2,0
"116.22,39.78",0,8,0,0,1
"116.22,39.81",0,5,0,1,0
"116.22,39.83",0,2,0,0,0
"116.22,39.84",0,3,0,2,0
"116.22,39.87",0,3,0,1,0
"116.22,39.88",0,2,0,0,0
"116.22,39.89",0,8,0,0,0
"116.22,39.90",0,24,0,2,2
"116.22,39.92",0,2,0,0,0
"116.22,39.94",0,5,0,1,0
"116.22,39.95",0,7,0,2,0
"116.22,39.96",0,3,0,1,0
"116.22,39.97",0,3,0,2,0
"116.22,39.98",0,3,0,1,0
"116.22,40.04",0,3,0,2,0
"116.22,40.05",0,1,0,0,0
"116.22,40.06",0,2,0,0,0
"116.22,40.08",0,4,0,0,0
"116.22,40.09",0,2,0,1,0
"116.22,40.10",0,6,0,1,0
"116.22,40.11",0,5,0,0,0
"116.22,40.12",0,10,0,1,0
"116.22,40.13",0,3,0,1,0
"116.22,40.14",0,2,0,0,0
"116.22,40.15",0,3,0,0,0
"116.22,40.16",0,3,0,0,0
"116.22,40.17",0,2,0,0,0
"116.22,40.18",0,7,0,0,0
"116.22,40.19",0,4,0,0,0
"116.22,40.20",0,8,0,3,0
"116.22,40.21",0,9,0,3,0
"116.22,40.22",0,23,0,1,1
"116.22,40.23",0,20,0,1,0
"116.22,40.24",0,7,0,1,0
"116.22,40.25",0,5,0,0,0
"116.22,40.26",0,6,0,1,0
"116.22,40.27",0,8,0,1,0
"116.22,40.29",0,2,0,0,1
"116.22,40.32",0,4,0,0,0
"116.22,40.49",0,2,0,0,0
"116.22,40.56",0,5,0,0,0
"116.22,40.57",0,8,0,0,0
"116.23,39.59",0,2,0,0,0
"116.23,39.62",0,1,0,0,0
"116.23,39.63",0,1,0,0,0
"116.23,39.64",0,1,0,0,0
"116.23,39.72",0,3,0,0,0
"116.23,39.76",0,4,0,0,0
"116.23,39.77",0,7,0,1,0
"116.23,39.78",0,2,0,0,0
"116.23,39.79",0,2,0,0,0
"116.23,39.80",0,1,0,0,0
"116.23,39.83",0,2,0,0,0
"116.23,39.87",0,10,0,1,0
"116.23,39.88",0,7,0,0,0
"116.23,39.89",0,15,0,1,1
"116.23,39.92",0,10,0,0,1
"116.23,39.95",0,4,0,1,2
"116.23,39.96",0,3,0,1,1
"116.23,39.97",0,4,0,1,0
"116.23,40.00",0,3,0,0,0
"116.23,40.03",0,2,0,0,1
"116.23,40.04",0,5,0,2,0
"116.23,40.05",0,3,0,0,0
"116.23,40.06",0,3,0,0,0
"116.23,40.08",0,8,0,0,0
"116.23,40.09",0,2,0,0,0
"116.23,40.10",0,1,0,0,0
"116.23,40.12",0,7,0,0,0
"116.23,40.13",0,1,0,0,0
"116.23,40.14",0,2,0,0,0
"116.23,40.15",0,2,0,0,0
"116.23,40.16",0,2,0,0,0
"116.23,40.17",0,1,0,0,0
"116.23,40.18",0,7,0,4,0
"116.23,40.19",0,12,0,2,0
"116.23,40.20",0,24,0,4,1
"116.23,40.21",0,24,0,3,4
"116.23,40.23",0,24,0,0,0
"116.23,40.25",0,2,0,0,0
"116.23,40.26",0,9,0,0,0
"116.23,40.27",0,6,0,0,0
"116.23,40.28",0,1,0,0,0
"116.23,40.29",0,2,0,1,1
"116.23,40.30",0,1,0,0,0
"116.23,40.33",0,1,0,0,0
"116.23,40.34",0,1,0,0,0
"116.23,40.58",0,2,0,0,0
"116.24,39.58",0,2,0,0,0
"116.24,39.59",0,3,0,0,0
"116.24,39.61",0,1,0,0,0
"116.24,39.62",0,3,0,0,0
"116.24,39.64",0,6,0,0,0
"116.24,39.65",0,9,0,0,0
"116.24,39.66",0,6,0,0,0
"116.24,39.67",0,6,0,0,0
"116.24,39.68",0,5,0,0,0
"116.24,39.69",0,2,0,0,0
"116.24,39.71",0,1,0,0,0
"116.24,39.77",0,3,0,1,0
"116.24,39.82",0,1,0,0,0
"116.24,39.83",0,10,0,0,0
"116.24,39.84",0,11,0,0,1
"116.24,39.87",0,12,0,3,1
"116.24,39.88",0,6,0,0,0
"116.24,39.89",0,10,0,2,0
"116.24,39.92",0,12,0,1,1
"116.24,39.93",0,13,0,1,1
"116.24,39.94",0,6,0,1,0
"116.24,39.95",0,6,0,1,2
"116.24,39.96",0,4,0,0,2
"116.24,39.97",0,4,0,0,0
"116.24,40.00",0,5,0,1,0
"116.24,40.03",0,4,0,0,1
"116.24,40.04",0,8,0,1,0
"116.24,40.05",0,7,0,0,0
"116.24,40.09",0,6,0,0,1
"116.24,40.10",0,2,0,0,1
"116.24,40.12",0,5,0,1,0
"116.24,40.13",0,1,0,0,0
"116.24,40.14",0,1,0,0,0
"116.24,40.15",0,5,0,0,0
"116.24,40.16",0,7,0,1,0
"116.24,40.17",0,3,0,1,0
"116.24,40.18",0,5,0,4,0
"116.24,40.19",0,11,0,4,0
"116.24,40.20",0,24,0,2,1
"116.24,40.21",0,24,0,1,3
"116.24,40.23",0,24,0,1,0
"116.24,40.24",0,2,0,0,0
"116.24,40.25",0,4,0,0,0
"116.24,40.26",0,6,0,0,0
"116.24,40.27",0,7,0,0,0
"116.24,40.28",0,4,0,0,0
"116.24,40.29",0,8,0,1,0
"116.24,40.30",0,5,0,0,0
"116.24,40.34",0,1,0,0,0
"116.24,40.35",0,2,0,0,0
"116.24,40.37",0,1,0,0,0
"116.24,40.66",0,2,0,0,0
"116.25,39.64",0,6,0,0,0
"116.25,39.66",0,8,0,0,0
"116.25,39.69",0,3,0,0,0
"116.25,39.71",0,1,0,0,0
"116.25,39.77",0,1,0,0,0
"116.25,39.82",0,3,0,0,0
"116.25,39.83",0,7,0,0,0
"116.25,39.85",0,5,0,4,0
"116.25,39.88",0,7,0,1,0
"116.25,39.89",0,9,0,2,0
"116.25,39.92",0,15,0,1,1
"116.25,39.94",0,8,0,2,0
"116.25,39.95",0,5,0,2,0
"116.25,39.96",0,4,0,0,0
"116.25,39.97",0,7,0,1,0
"116.25,40.00",0,4,0,1,0
"116.25,40.01",0,2,0,1,0
"116.25,40.03",0,2,0,0,0
"116.25,40.04",0,9,0,1,0
"116.25,40.08",0,11,0,0,0
"116.25,40.09",0,3,0,0,1
"116.25,40.10",0,1,0,0,1
"116.25,40.11",0,3,0,0,0
"116.25,40.12",0,9,0,1,0
"116.25,40.13",0,2,0,0,0
"116.25,40.15",0,9,0,1,0
"116.25,40.16",0,9,0,1,0
"116.25,40.17",0,3,0,0,0
"116.25,40.18",0,2,0,1,0
"116.25,40.19",0,6,0,0,0
"116.25,40.20",0,18,0,0,0
"116.25,40.21",0,24,0,1,1
"116.25,40.22",0,24,0,1,0
"116.25,40.23",0,20,0,1,0
"116.25,40.26",0,3,0,0,0
"116.25,40.28",0,4,0,0,0
"116.25,40.30",0,15,0,0,0
"116.25,40.31",0,3,0,0,0
"116.25,40.42",0,3,0,0,0
"116.25,40.55",0,1,0,0,0
"116.25,40.66",0,2,0,0,0
"116.26,39.55",0,1,0,0,0
"116.26,39.59",0,1,0,0,0
"116.26,39.68",0,3,0,0,0
"116.26,39.69",0,3,0,0,0
"116.26,39.70",0,2,0,0,0
"116.26,39.71",0,1,0,0,0
"116.26,39.72",0,1,0,0,0
"116.26,39.75",0,1,0,0,0
"116.26,39.77",0,2,0,1,0
"116.26,39.78",0,1,0,0,0
"116.26,39.79",0,1,0,0,0
"116.26,39.80",0,2,0,0,0
"116.26,39.81",0,2,0,0,0
"116.26,39.82",0,6,0,0,0
"116.26,39.83",0,4,0,0,0
"116.26,39.85",0,6,0,2,0
"116.26,39.88",0,10,0,2,0
"116.26,39.89",0,15,0,0,0
"116.26,39.90",0,24,0,1,1
"116.26,39.92",0,18,0,3,1
"116.26,39.94",0,3,0,1,0
"116.26,39.95",0,4,0,1,0
"116.26,39.96",0,1,0,0,1
"116.26,39.97",0,5,0,1,0
"116.26,40.00",0,4,0,0,0
"116.26,40.02",0,3,0,0,0
"116.26,40.03",0,3,0,1,0
"116.26,40.06",0,6,0,1,0
"116.26,40.07",0,1,0,1,0
"116.26,40.08",0,8,0,1,0
"116.26,40.09",0,4,0,0,0
"116.26,40.10",0,5,0,0,0
"116.26,40.11",0,4,0,0,0
"116.26,40.12",0,12,0,0,0
"116.26,40.13",0,4,0,1,1
"116.26,40.14",0,7,0,2,0
"116.26,40.15",0,12,0,1,0
"116.26,40.16",0,16,0,0,0
"116.26,40.17",0,11,0,0,0
"116.26,40.18",0,2,0,0,0
"116.26,40.19",0,5,0,0,0
"116.26,40.20",0,6,0,0,0
"116.26,40.21",0,18,0,0,0
"116.26,40.24",0,4,0,0,0
"116.26,40.40",0,1,0,0,0
"116.26,40.41",0,2,0,0,0
"116.26,40.55",0,1,0,0,0
"116.27,39.52",0,1,0,0,0
"116.27,39.56",0,3,0,0,0
"116.27,39.57",0,2,0,0,0
"116.27,39.58",0,3,0,0,0
"116.27,39.59",0,5,0,0,0
"116.27,39.60",0,2,0,0,0
"116.27,39.63",0,2,0,0,0
"116.27,39.64",0,3,0,0,0
"116.27,39.65",0,2,0,0,0
"116.27,39.66",0,4,0,0,0
"116.27,39.67",0,6,0,0,0
"116.27,39.68",0,5,0,0,0
"116.27,39.69",0,6,0,2,0
"116.27,39.70",0,5,0,0,0
"116.27,39.71",0,2,0,0,0
"116.27,39.72",0,5,0,0,0
"116.27,39.75",0,2,0,0,0
"116.27,39.76",0,4,0,0,0
"116.27,39.77",0,2,0,1,2
"116.27,39.78",0,1,0,0,0
"116.27,39.79",0,1,0,0,0
"116.27,39.80",0,2,0,0,0
"116.27,39.81",0,3,0,0,0
"116.27,39.82",0,5,0,0,0
"116.27,39.85",0,5,0,2,0
"116.27,39.88",0,14,0,4,0
"116.27,39.89",0,24,0,3,1
"116.27,39.92",0,20,0,2,0
"116.27,39.96",0,9,0,1,3
"116.27,39.97",0,7,0,2,0
"116.27,40.05",0,17,0,0,0
"116.27,40.06",0,3,0,0,0
"116.27,40.07",0,3,0,1,0
"116.27,40.08",0,5,0,1,0
"116.27,40.09",0,9,0,0,0
"116.27,40.10",0,12,0,0,0
"116.27,40.11",0,8,0,0,1
"116.27,40.12",0,6,0,1,2
"116.27,40.13",0,7,0,1,1
"116.27,40.14",0,13,0,1,0
"116.27,40.15",0,21,0,0,0
"116.27,40.16",0,19,0,0,0
"116.27,40.17",0,13,0,0,0
"116.27,40.18",0,3,0,2,0
"116.27,40.19",0,4,0,2,0
"116.27,40.20",0,6,0,0,0
"116.27,40.21",0,11,0,1,0
"116.27,40.23",0,24,0,1,1
"116.27,40.24",0,5,0,0,0
"116.27,40.25",0,1,0,0,0
"116.27,40.39",0,1,0,0,0
"116.28,39.51",0,3,0,0,0
"116.28,39.52",0,4,0,0,0
"116.28,39.53",0,2,0,0,0
"116.28,39.55",0,3,0,0,0
"116.28,39.63",0,4,0,0,0
"116.28,39.65",0,2,0,0,0
"116.28,39.66",0,4,0,0,0
"116.28,39.67",0,5,0,0,0
"116.28,39.68",0,3,0,0,0
"116.28,39.69",0,5,0,2,0
"116.28,39.70",0,6,0,1,0
"116.28,39.71",0,5,0,0,0
"116.28,39.72",0,8,0,0,0
"116.28,39.73",0,2,0,0,0
"116.28,39.75",0,6,0,1,0
"116.28,39.76",0,5,0,1,0
"116.28,39.77",0,2,0,0,2
"116.28,39.78",0,1,0,0,1
"116.28,39.79",0,3,0,0,0
"116.28,39.80",0,3,0,1,0
"116.28,39.81",0,3,0,1,0
"116.28,39.82",0,18,0,0,1
"116.28,39.85",0,8,0,1,3
"116.28,39.88",0,18,0,3,0
"116.28,39.89",0,20,0,3,2
"116.28,39.92",0,18,0,1,1
"116.28,39.98",0,5,0,1,0
"116.28,39.99",0,3,0,0,0
"116.28,40.04",0,17,0,0,1
"116.28,40.05",0,17,0,0,0
"116.28,40.06",0,2,0,0,0
"116.28,40.07",0,2,0,0,0
"116.28,40.08",0,4,0,0,0
"116.28,40.09",0,10,0,0,0
"116.28,40.10",0,9,0,0,0
"116.28,40.11",0,6,0,2,1
"116.28,40.12",0,3,0,1,1
"116.28,40.13",0,4,0,1,0
"116.28,40.14",0,10,0,0,1
"116.28,40.19",0,7,0,2,0
"116.28,40.20",0,12,0,1,0
"116.28,40.24",0,4,0,0,2
"116.28,40.25",0,2,0,0,0
"116.28,40.26",0,1,0,0,0
"116.28,40.57",0,3,0,0,0
"116.29,39.51",0,4,0,0,0
"116.29,39.52",0,4,0,0,0
"116.29,39.53",0,2,0,0,0
"116.29,39.54",0,2,0,0,0
"116.29,39.55",0,3,0,0,0
"116.29,39.59",0,4,0,0,0
"116.29,39.60",0,1,0,0,0
"116.29,39.61",0,2,0,0,0
"116.29,39.62",0,1,0,0,0
"116.29,39.63",0,2,0,0,0
"116.29,39.65",0,2,0,0,0
"116.29,39.66",0,5,0,0,0
"116.29,39.67",0,7,0,0,0
"116.29,39.68",0,4,0,0,0
"116.29,39.69",0,4,0,1,0
"116.29,39.70",0,10,0,1,0
"116.29,39.71",0,5,0,0,0
"116.29,39.72",0,7,0,0,0
"116.29,39.73",0,7,0,0,0
"116.29,39.74",0,4,0,0,0
"116.29,39.75",0,5,0,1,0
"116.29,39.76",0,2,0,0,0
"116.29,39.77",0,2,0,0,0
"116.29,39.78",0,6,0,1,0
"116.29,39.79",0,5,0,0,0
"116.29,39.88",0,17,0,1,3
"116.29,39.89",0,15,0,1,4
"116.29,40.01",0,3,0,0,0
"116.29,40.03",0,13,0,0,3
"116.29,40.04",0,21,0,1,1
"116.29,40.05",0,24,0,1,0
"116.29,40.06",0,4,0,0,1
"116.29,40.07",0,4,0,0,0
"116.29,40.08",0,5,0,0,0
"116.29,40.11",0,11,0,2,1
"116.29,40.19",0,5,0,0,0
"116.29,40.23",0,5,0,0,2
"116.29,40.24",0,4,0,0,1
"116.29,40.35",0,1,0,0,0
"116.29,40.55",0,4,0,0,0
"116.29,40.66",0,2,0,0,0
"116.30,39.50",0,2,0,0,0
"116.30,39.51",0,7,0,0,0
"116.30,39.52",0,1,0,0,0
"116.30,39.56",0,2,0,0,0
"116.30,39.60",0,6,0,0,0
"116.30,39.61",0,5,0,0,0
"116.30,39.62",0,6,0,0,0
"116.30,39.63",0,6,0,0,0
"116.30,39.66",0,6,0,0,0
"116.30,39.67",0,14,0,0,0
"116.30,39.68",0,11,0,0,0
"116.30,39.69",0,9,0,0,0
"116.30,39.70",0,9,0,1,0
"116.30,39.71",0,5,0,0,0
"116.30,39.72",0,2,0,0,0
"116.30,39.73",0,3,0,0,0
"116.30,39.74",0,4,0,0,0
"116.30,39.75",0,9,0,0,0
"116.30,39.76",0,6,0,0,0
"116.30,39.77",0,3,0,0,0
"116.30,39.78",0,9,0,2,0
"116.30,39.79",0,9,0,1,0
"116.30,39.80",0,5,0,0,0
"116.30,39.89",0,23,0,1,5
"116.30,40.02",0,5,0,0,0
"116.30,40.03",0,14,0,1,2
"116.30,40.04",0,24,0,2,0
"116.30,40.07",0,7,0,0,0
"116.30,40.08",0,14,0,2,0
"116.30,40.11",0,14,0,1,0
"116.30,40.12",0,6,0,1,0
"116.30,40.16",0,6,0,0,0
"116.30,40.17",0,3,0,1,0
"116.30,40.18",0,3,0,0,0
"116.30,40.19",0,4,0,0,0
"116.30,40.20",0,8,0,0,1
"116.30,40.21",0,9,0,0,1
"116.30,40.22",0,3,0,0,0
"116.30,40.23",0,6,0,0,0
"116.30,40.24",0,1,0,0,0
"116.31,39.50",0,3,0,0,0
"116.31,39.51",0,8,0,0,0
"116.31,39.52",0,6,0,0,0
"116.31,39.53",0,1,0,0,0
"116.31,39.58",0,1,0,0,0
"116.31,39.60",0,5,0,0,0
"116.31,39.61",0,6,0,0,0
"116.31,39.62",0,8,0,0,0
"116.31,39.63",0,17,0,0,0
"116.31,39.64",0,3,0,0,0
"116.31,39.66",0,4,0,0,0
"116.31,39.68",0,23,0,0,0
"116.31,39.69",0,19,0,0,1
"116.31,39.70",0,4,0,0,0
"116.31,39.72",0,4,0,1,0
"116.31,39.73",0,4,0,0,0
"116.31,39.74",0,8,0,1,0
"116.31,39.75",0,23,0,0,0
"116.31,39.76",0,17,0,0,0
"116.31,39.77",0,12,0,0,0
"116.31,39.78",0,8,0,1,0
"116.31,39.79",0,11,0,0,0
"116.31,39.80",0,4,0,1,0
"116.31,39.84",0,13,0,2,1
"116.31,39.92",0,19,0,1,3
"116.31,40.01",0,4,0,0,1
"116.31,40.02",0,6,0,1,2
"116.31,40.08",0,23,0,4,2
"116.31,40.09",0,16,0,1,0
"116.31,40.12",0,3,0,1,0
"116.31,40.14",0,1,0,0,0
"116.31,40.15",0,12,0,0,0
"116.31,40.16",0,7,0,0,0
"116.31,40.17",0,4,0,2,0
"116.31,40.18",0,7,0,0,0
"116.31,40.19",0,9,0,0,0
"116.31,40.20",0,8,0,0,1
"116.31,40.22",0,5,0,0,0
"116.31,40.37",0,2,0,0,0
"116.31,40.41",0,3,0,0,0
"116.32,39.48",0,1,0,1,0
"116.32,39.49",0,1,0,1,0
"116.32,39.50",0,3,0,2,0
"116.32,39.51",0,9,0,2,0
"116.32,39.52",0,7,0,0,0
"116.32,39.53",0,7,0,0,0
"116.32,39.54",0,7,0,1,0
"116.32,39.55",0,1,0,1,0
"116.32,39.56",0,1,0,0,0
"116.32,39.57",0,2,0,1,0
"116.32,39.58",0,3,0,1,0
"116.32,39.59",0,2,0,1,0
"116.32,39.60",0,1,0,1,0
"116.32,39.61",0,4,0,1,0
"116.32,39.62",0,10,0,1,0
"116.32,39.63",0,18,0,1,0
"116.32,39.64",0,10,0,0,0
"116.32,39.65",0,3,0,0,0
"116.32,39.66",0,7,0,1,0
"116.32,39.70",0,14,0,0,0
"116.32,39.73",0,17,0,1,2
"116.32,39.74",0,22,0,2,1
"116.32,39.75",0,24,0,1,1
"116.32,39.76",0,24,0,0,0
"116.32,39.77",0,21,0,0,0
"116.32,39.78",0,9,0,0,0
"116.32,39.80",0,6,0,2,1
"116.32,39.81",0,2,0,0,0
"116.32,40.01",0,6,0,0,1
"116.32,40.02",0,5,0,1,2
"116.32,40.05",0,10,0,3,5
"116.32,40.06",0,17,0,4,5
"116.32,40.08",0,24,0,4,2
"116.32,40.12",0,6,0,0,0
"116.32,40.13",0,1,0,0,0
"116.32,40.14",0,5,0,0,0
"116.32,40.15",0,5,0,0,0
"116.32,40.16",0,2,0,0,0
"116.32,40.17",0,7,0,3,0
"116.32,40.18",0,9,0,2,0
"116.32,40.19",0,12,0,0,0
"116.32,40.20",0,6,0,0,1
"116.32,40.21",0,5,0,0,1
"116.32,40.22",0,9,0,0,0
"116.32,40.23",0,1,0,0,0
"116.32,40.41",0,6,0,0,0
"116.32,40.55",0,1,0,0,0
"116.33,39.47",0,1,0,0,0
"116.33,39.49",0,1,0,1,0
"116.33,39.50",0,2,0,2,0
"116.33,39.51",0,5,0,2,0
"116.33,39.52",0,2,0,0,0
"116.33,39.53",0,6,0,0,0
"116.33,39.55",0,2,0,0,0
"116.33,39.57",0,2,0,1,0
"116.33,39.59",0,4,0,1,0
"116.33,39.61",0,3,0,1,0
"116.33,39.63",0,13,0,1,0
"116.33,39.64",0,5,0,0,0
"116.33,39.66",0,3,0,1,0
"116.33,39.68",0,9,0,3,0
"116.33,39.70",0,13,0,3,0
"116.33,39.80",0,8,0,3,1
"116.33,39.81",0,3,0,1,0
"116.33,39.82",0,7,0,0,0
"116.33,39.86",0,7,0,0,1
"116.33,40.01",0,4,0,0,0
"116.33,40.02",0,2,0,0,0
"116.33,40.04",0,14,0,1,2
"116.33,40.05",0,13,0,6,5
"116.33,40.06",0,18,0,3,3
"116.33,40.10",0,7,0,0,0
"116.33,40.11",0,6,0,0,0
"116.33,40.12",0,7,0,0,0
"116.33,40.13",0,3,0,0,0
"116.33,40.14",0,1,0,0,0
"116.33,40.15",0,3,0,0,0
"116.33,40.17",0,4,0,3,0
"116.33,40.18",0,6,0,2,0
"116.33,40.19",0,7,0,0,0
"116.33,40.20",0,5,0,0,1
"116.33,40.22",0,6,0,0,0
"116.33,40.23",0,2,0,0,0
"116.33,40.31",0,4,0,0,0
"116.33,40.42",0,4,0,0,0
"116.33,40.45",0,5,0,0,0
"116.34,39.46",0,3,0,0,0
"116.34,39.47",0,5,0,0,0
"116.34,39.48",0,1,0,0,0
"116.34,39.51",0,2,0,0,0
"116.34,39.55",0,3,0,0,0
"116.34,39.59",0,4,0,0,0
"116.34,39.60",0,6,0,0,0
"116.34,39.61",0,5,0,0,0
"116.34,39.62",0,2,0,0,0
"116.34,39.66",0,1,0,0,0
"116.34,39.67",0,10,0,0,0
"116.34,39.68",0,3,0,0,0
"116.34,39.69",0,5,0,1,0
"116.34,39.70",0,6,0,3,0
"116.34,39.71",0,18,0,2,0
"116.34,39.78",0,17,0,2,0
"116.34,39.80",0,16,0,3,1
"116.34,39.81",0,5,0,2,0
"116.34,39.92",0,17,0,1,4
"116.34,39.95",0,15,0,0,1
"116.34,40.01",0,10,0,0,1
"116.34,40.02",0,6,0,0,0
"116.34,40.05",0,14,0,5,1
"116.34,40.08",0,24,0,0,2
"116.34,40.10",0,5,0,0,0
"116.34,40.11",0,6,0,1,0
"116.34,40.12",0,5,0,1,0
"116.34,40.13",0,2,0,0,0
"116.34,40.14",0,2,0,0,0
"116.34,40.15",0,1,0,0,0
"116.34,40.17",0,3,0,0,0
"116.34,40.20",0,5,0,0,0
"116.34,40.21",0,5,0,0,0
"116.34,40.22",0,3,0,1,0
"116.34,40.23",0,3,0,0,0
"116.34,40.34",0,2,0,0,0
"116.34,40.40",0,4,0,0,0
"116.34,40.41",0,14,0,0,0
"116.34,40.42",0,11,0,0,0
"116.34,40.56",0,4,0,0,0
"116.34,40.69",0,7,0,0,0
"116.35,39.48",0,4,0,0,0
"116.35,39.55",0,3,0,0,0
"116.35,39.59",0,5,0,0,0
"116.35,39.60",0,8,0,0,0
"116.35,39.61",0,6,0,0,0
"116.35,39.62",0,1,0,0,0
"116.35,39.63",0,1,0,0,0
"116.35,39.64",0,4,0,0,0
"116.35,39.66",0,1,0,0,0
"116.35,39.67",0,13,0,0,0
"116.35,39.68",0,3,0,0,0
"116.35,39.69",0,2,0,0,0
"116.35,39.70",0,7,0,0,0
"116.35,39.71",0,16,0,0,0
"116.35,39.72",0,19,0,2,0
"116.35,39.73",0,23,0,2,0
"116.35,39.74",0,18,0,2,1
"116.35,39.75",0,9,0,3,1
"116.35,39.76",0,23,0,4,0
"116.35,39.77",0,13,0,1,0
"116.35,39.78",0,9,0,2,0
"116.35,39.79",0,16,0,3,1
"116.35,39.80",0,13,0,2,1
"116.35,39.81",0,6,0,1,0
"116.35,39.88",0,22,0,3,1
"116.35,39.95",0,17,0,0,8
"116.35,40.08",0,24,0,0,0
"116.35,40.10",0,5,0,0,0
"116.35,40.11",0,9,0,1,0
"116.35,40.12",0,5,0,1,0
"116.35,40.13",0,2,0,0,0
"116.35,40.14",0,2,0,0,0
"116.35,40.17",0,1,0,0,0
"116.35,40.20",0,3,0,0,0
"116.35,40.21",0,4,0,0,0
"116.35,40.22",0,10,0,1,1
"116.35,40.23",0,4,0,0,0
"116.35,40.24",0,1,0,0,0
"116.35,40.25",0,1,0,0,0
"116.35,40.36",0,2,0,0,0
"116.35,40.40",0,8,0,0,0
"116.35,40.69",0,5,0,1,0
"116.36,39.47",0,1,0,0,0
"116.36,39.51",0,1,0,0,0
"116.36,39.53",0,2,0,0,0
"116.36,39.55",0,4,0,0,0
"116.36,39.57",0,2,0,0,0
"116.36,39.58",0,4,0,0,0
"116.36,39.59",0,5,0,0,0
"116.36,39.60",0,3,0,0,0
"116.36,39.61",0,2,0,0,0
"116.36,39.64",0,4,0,0,0
"116.36,39.66",0,4,0,0,0
"116.36,39.67",0,11,0,0,0
"116.36,39.68",0,2,0,0,0
"116.36,39.69",0,7,0,0,0
"116.36,39.70",0,4,0,0,0
"116.36,39.71",0,12,0,0,0
"116.36,39.72",0,9,0,2,0
"116.36,39.75",0,6,0,0,0
"116.36,39.76",0,16,0,0,0
"116.36,39.77",0,16,0,0,0
"116.36,39.78",0,6,0,2,0
"116.36,39.79",0,7,0,2,0
"116.36,39.80",0,8,0,1,0
"116.36,39.83",0,7,0,0,4
"116.36,39.88",0,24,0,2,1
"116.36,39.95",0,16,0,3,4
"116.36,40.06",0,8,0,1,0
"116.36,40.10",0,3,0,0,0
"116.36,40.11",0,10,0,0,0
"116.36,40.12",0,6,0,0,0
"116.36,40.13",0,2,0,0,0
"116.36,40.14",0,2,0,0,0
"116.36,40.17",0,2,0,0,0
"116.36,40.18",0,2,0,0,0
"116.36,40.22",0,11,0,1,1
"116.36,40.23",0,10,0,0,0
"116.36,40.24",0,6,0,0,0
"116.36,40.25",0,2,0,0,0
"116.36,40.36",0,1,0,0,0
"116.36,40.37",0,5,0,1,0
"116.36,40.38",0,2,0,0,0
"116.36,40.39",0,6,0,0,0
"116.36,40.48",0,6,0,0,0
"116.37,39.53",0,2,0,0,0
"116.37,39.55",0,5,0,0,0
"116.37,39.56",0,6,0,0,0
"116.37,39.57",0,2,0,0,0
"116.37,39.64",0,2,0,0,0
"116.37,39.65",0,6,0,0,0
"116.37,39.66",0,6,0,0,0
"116.37,39.67",0,6,0,0,0
"116.37,39.68",0,2,0,0,0
"116.37,39.69",0,6,0,0,0
"116.37,39.70",0,8,0,0,0
"116.37,39.71",0,1,0,0,0
"116.37,39.72",0,3,0,2,0
"116.37,39.75",0,4,0,0,0
"116.37,39.76",0,13,0,1,0
"116.37,39.77",0,11,0,6,0
"116.37,39.78",0,5,0,2,0
"116.37,39.79",0,9,0,1,0
"116.37,39.80",0,14,0,1,0
"116.37,39.99",0,14,0,1,1
"116.37,40.04",0,13,0,0,1
"116.37,40.05",0,5,0,0,0
"116.37,40.06",0,7,0,1,0
"116.37,40.09",0,18,0,0,0
"116.37,40.10",0,7,0,0,1
"116.37,40.11",0,7,0,0,0
"116.37,40.12",0,5,0,0,0
"116.37,40.17",0,4,0,1,0
"116.37,40.18",0,4,0,1,0
"116.37,40.22",0,9,0,0,0
"116.37,40.23",0,11,0,0,0
"116.37,40.24",0,6,0,0,0
"116.37,40.25",0,2,0,0,0
"116.37,40.36",0,6,0,1,0
"116.37,40.55",0,3,0,0,0
"116.38,39.55",0,2,0,0,0
