location,count_suwbay,count_bus,count_taxi,count_filling_station,count_automobile_rental
"116.50,39.89",2,8,0,1,0
"116.50,39.90",1,18,0,1,1
"116.50,39.91",1,12,0,0,3
"116.50,39.92",1,15,0,1,4
"116.50,39.93",2,21,0,3,6
"116.50,39.94",1,15,0,3,5
"116.50,39.95",1,7,0,3,5
"116.50,39.97",1,19,0,1,8
"116.50,39.98",2,17,0,2,8
"116.50,40.02",1,5,0,2,1
"116.50,40.03",1,5,0,2,1
"116.50,40.04",1,4,0,0,0
"116.51,39.79",1,24,0,0,5
"116.51,39.80",2,24,0,1,1
"116.51,39.81",1,9,0,1,1
"116.51,39.86",1,10,0,1,0
"116.51,39.87",2,13,0,1,1
"116.51,39.88",2,3,0,1,0
"116.51,39.89",1,5,0,1,0
"116.51,39.91",1,13,0,2,2
"116.51,39.92",2,21,0,2,8
"116.51,39.93",1,16,0,0,6
"116.51,39.94",1,13,0,1,1
"116.51,39.95",1,5,0,1,2
"116.51,39.98",1,12,0,0,1
"116.51,40.03",1,7,0,1,2
"116.51,40.04",1,5,0,0,2
"116.52,39.78",1,24,0,0,4
"116.52,39.79",2,24,0,1,6
"116.52,39.80",1,18,0,1,1
"116.52,39.86",2,6,0,1,0
"116.52,39.91",2,19,0,1,2
"116.52,39.92",1,20,0,6,3
"116.52,39.93",1,13,0,2,4
"116.52,39.95",1,7,0,0,1
"116.53,39.77",1,12,0,0,0
"116.53,39.78",1,23,0,0,0
"116.53,39.85",1,9,0,1,0
"116.53,39.86",2,8,0,1,0
"116.53,39.91",1,13,0,3,0
"116.53,39.94",1,5,0,1,1
"116.53,39.95",1,4,0,0,2
"116.53,39.97",1,9,0,1,1
"116.53,39.98",1,4,0,1,0
"116.53,40.04",1,12,0,3,1
"116.53,40.05",1,3,0,1,0
"116.54,39.77",1,16,0,0,0
"116.54,39.78",1,11,0,0,0
"116.54,39.85",1,7,0,0,0
"116.54,39.86",1,4,0,1,0
"116.54,39.91",1,6,0,1,0
"116.54,39.95",2,8,0,2,0
"116.54,39.96",1,16,0,0,2
"116.54,39.97",2,12,0,0,4
"116.54,39.98",1,3,0,0,0
"116.54,40.04",1,21,0,1,3
"116.54,40.05",1,3,0,1,0
"116.55,39.77",1,14,0,1,0
"116.55,39.82",1,13,0,0,0
"116.55,39.85",1,7,0,0,0
"116.55,39.91",1,5,0,0,0
"116.55,39.95",1,11,0,2,1
"116.55,39.96",1,14,0,0,3
"116.55,39.97",2,9,0,1,3
"116.55,39.98",1,0,0,0,0
"116.55,40.07",1,13,0,2,0
"116.55,40.08",1,10,0,2,0
"116.55,40.09",1,12,0,1,0
"116.56,39.78",1,20,0,1,0
"116.56,39.79",1,13,0,0,0
"116.56,39.82",1,13,0,0,0
"116.56,39.85",1,11,0,0,0
"116.56,39.91",1,14,0,0,0
"116.56,39.92",1,6,0,0,2
"116.56,39.93",1,3,0,0,1
"116.56,39.97",1,7,0,1,0
"116.56,39.98",2,1,0,1,0
"116.56,40.07",1,19,0,3,0
"116.56,40.08",1,21,0,3,1
"116.56,40.09",1,11,0,2,0
"116.56,40.11",1,19,0,0,2
"116.56,40.12",1,6,0,1,1
"116.57,39.78",1,21,0,0,0
"116.57,39.79",1,11,0,0,0
"116.57,39.81",1,11,0,2,0
"116.57,39.85",1,10,0,0,1
"116.57,39.86",1,4,0,0,0
"116.57,39.91",1,14,0,3,2
"116.57,39.92",2,8,0,3,2
"116.57,39.93",2,7,0,0,1
"116.57,39.97",1,6,0,2,0
"116.57,39.98",2,4,0,2,0
"116.57,40.11",1,6,0,0,0
"116.57,40.12",1,5,0,1,0
"116.58,39.79",1,3,0,0,0
"116.58,39.80",1,14,0,0,0
"116.58,39.81",1,14,0,1,0
"116.58,39.86",2,2,0,0,0
"116.58,39.91",1,11,0,6,2
"116.58,39.92",1,13,0,5,3
"116.58,39.93",1,12,0,2,2
"116.58,39.97",1,3,0,0,0
"116.58,39.98",2,5,0,2,0
"116.59,39.79",1,2,0,0,0
"116.59,39.80",2,12,0,0,0
"116.59,39.81",1,9,0,0,0
"116.59,39.85",1,5,0,1,1
"116.59,39.86",1,2,0,1,0
"116.59,39.91",1,9,0,2,3
"116.59,39.93",1,13,0,2,2
"116.59,39.97",1,2,0,0,0
"116.59,39.98",2,6,0,0,0
"116.59,39.99",1,1,0,0,0
"116.59,40.08",1,11,1,0,5
"116.60,39.79",1,1,0,0,0
"116.60,39.80",1,6,0,0,0
"116.60,39.81",1,4,0,0,0
"116.60,39.82",1,0,0,0,0
"116.60,39.86",1,4,0,1,0
"116.60,39.91",1,11,0,3,3
"116.60,39.92",1,17,0,0,3
"116.60,39.93",1,12,0,0,1
"116.60,39.98",2,4,0,0,0
"116.60,39.99",1,4,0,1,0
"116.60,40.00",1,3,0,1,0
"116.60,40.08",1,7,1,0,2
"116.60,40.13",1,7,0,0,0
"116.61,39.79",1,0,0,0,0
"116.61,39.80",1,5,0,0,0
"116.61,39.81",1,5,0,0,0
"116.61,39.91",2,9,0,3,1
"116.61,39.92",1,15,0,0,0
"116.61,39.93",2,15,0,1,1
"116.61,39.98",1,3,0,0,0
"116.61,39.99",1,6,0,0,0
"116.61,40.05",1,18,1,3,8
"116.61,40.06",1,7,1,0,4
"116.61,40.12",1,7,0,2,1
"116.61,40.13",1,10,0,0,0
"116.62,39.86",1,6,0,1,0
"116.62,39.90",1,2,0,1,0
"116.62,39.91",1,8,0,2,0
"116.62,39.92",1,9,0,1,0
"116.62,39.93",1,10,0,1,0
"116.62,40.05",1,17,1,3,5
"116.62,40.06",1,6,1,0,5
"116.62,40.13",1,9,0,1,1
"116.63,39.86",1,6,0,1,0
"116.63,39.87",1,14,0,2,3
"116.63,39.90",1,22,0,3,1
"116.63,39.91",1,16,0,3,1
"116.63,39.93",1,11,0,0,1
"116.63,40.13",1,13,0,1,2
"116.64,39.86",1,5,0,1,0
"116.64,39.89",1,24,0,1,2
"116.64,39.90",2,24,0,1,4
"116.64,39.91",1,24,0,1,1
"116.64,39.92",1,22,0,3,1
"116.64,39.93",1,15,0,1,1
"116.64,40.13",1,22,0,2,2
"116.65,39.86",1,8,0,1,0
"116.65,39.87",1,16,0,0,0
"116.65,39.89",2,24,0,1,4
"116.65,39.90",1,24,0,0,4
"116.65,39.92",1,24,0,2,0
"116.65,39.93",1,13,0,4,0
"116.65,40.13",2,24,0,0,0
"116.66,39.86",2,13,0,1,0
"116.66,39.87",1,20,0,1,1
"116.66,39.88",1,22,0,0,2
"116.66,39.89",1,24,0,2,1
"116.66,39.91",1,13,0,0,3
"116.66,39.92",1,13,0,0,1
"116.66,40.13",1,24,0,0,0
"116.67,39.85",1,4,0,2,0
"116.67,39.86",1,4,0,1,0
"116.67,39.87",2,17,0,1,2
"116.67,39.88",2,24,0,2,4
"116.67,39.89",1,24,0,2,2
"116.67,39.91",1,15,0,0,3
"116.67,39.92",1,1,0,0,1
"116.67,39.98",1,3,0,1,0
"116.67,39.99",1,4,0,1,0
"116.68,39.85",1,0,0,0,0
"116.68,39.86",2,11,0,0,0
"116.68,39.87",3,21,0,2,1
"116.68,39.88",1,23,0,2,1
"116.68,39.90",1,24,0,0,0
"116.68,39.91",1,18,0,0,0
"116.68,39.98",1,12,0,1,0
"116.68,39.99",1,10,0,1,0
"116.68,40.13",1,11,0,2,0
"116.68,40.14",1,4,0,1,0
"116.69,39.86",1,12,0,1,0
"116.69,39.87",2,24,0,2,1
"116.69,39.88",1,20,0,1,1
"116.69,39.90",1,22,0,1,0
"116.69,39.91",1,19,0,1,1
"116.69,40.13",1,10,0,2,0
"116.69,40.14",1,7,0,1,0
"116.70,39.90",1,11,0,1,0
"116.70,39.91",1,18,0,0,3
"116.71,39.90",2,3,0,0,0
"116.71,39.91",1,13,0,0,0
"116.72,39.90",1,3,0,0,0
"116.72,39.91",1,16,0,1,0
"116.73,39.90",1,7,0,0,0
"116.73,39.91",1,20,0,1,0
"116.74,39.90",2,12,0,0,0
"116.74,39.91",1,17,0,0,0
"116.75,39.90",1,8,0,0,0
"116.75,39.91",1,2,0,0,0
"116.99,40.06",1,4,0,0,0
"117.00,40.05",1,13,0,0,0
"117.00,40.06",1,5,0,0,0
"117.02,40.13",1,3,0,0,0
"117.02,40.14",1,4,0,2,0
"117.03,40.14",1,7,0,4,0
"117.07,40.15",1,11,0,1,1
"117.09,40.15",1,10,0,0,1
"117.10,40.15",1,24,0,1,4
"117.12,40.15",1,24,0,1,6
"117.13,40.15",1,24,0,1,2
"115.44,39.78",0,1,0,0,0
"115.48,39.99",0,1,0,0,0
"115.50,40.04",0,1,0,0,0
"115.50,40.05",0,1,0,0,0
"115.51,39.93",0,1,0,0,0
"115.52,39.67",0,1,0,0,0
"115.52,39.77",0,4,0,0,0
"115.52,39.78",0,4,0,0,0
"115.53,39.78",0,5,0,0,0
"115.54,39.66",0,2,0,0,0
"115.54,39.71",0,2,0,1,0
"115.54,39.92",0,1,0,0,0
"115.56,40.00",0,2,0,0,0
"115.57,39.84",0,1,0,0,0
"115.57,39.99",0,3,0,0,0
"115.57,40.01",0,2,0,0,0
"115.58,39.64",0,6,0,0,0
"115.58,39.78",0,4,0,0,0
"115.59,39.63",0,4,0,1,0
"115.59,39.64",0,6,0,1,0
"115.59,39.87",0,1,0,0,0
"115.60,39.63",0,4,0,1,0
"115.60,39.64",0,7,0,1,0
"115.61,39.65",0,3,0,0,0
"115.61,39.94",0,4,0,0,0
"115.61,39.95",0,3,0,0,0
"115.62,39.64",0,3,0,0,0
"115.62,39.94",0,6,0,0,0
"115.62,40.28",0,2,0,0,0
"115.63,39.74",0,1,0,0,0
"115.63,39.75",0,1,0,0,0
"115.63,39.76",0,4,0,0,0
"115.63,39.83",0,1,0,0,0
"115.64,39.63",0,1,0,0,0
"115.64,39.99",0,1,0,0,0
"115.64,40.00",0,1,0,0,0
"115.65,39.63",0,4,0,0,0
"115.65,39.85",0,4,0,0,0
"115.66,39.63",0,7,0,0,0
"115.66,39.97",0,3,0,0,0
"115.67,39.96",0,1,0,0,0
"115.67,39.97",0,5,0,0,0
"115.68,39.74",0,1,0,0,0
"115.68,39.97",0,4,0,0,0
"115.69,39.60",0,1,0,0,0
"115.69,39.63",0,1,0,0,0
"115.69,39.97",0,5,0,0,0
"115.70,39.98",0,7,0,0,0
"115.70,40.05",0,1,0,0,0
"115.71,39.57",0,5,0,1,0
"115.71,39.58",0,6,0,1,0
"115.71,39.73",0,3,0,0,0
"115.71,39.95",0,1,0,0,0
"115.72,39.57",0,6,0,1,0
"115.72,39.83",0,2,0,0,0
"115.72,39.84",0,1,0,0,0
"115.72,40.07",0,5,0,0,0
"115.73,39.56",0,5,0,1,0
"115.73,39.57",0,6,0,1,0
"115.73,40.00",0,1,0,0,0
"115.74,39.56",0,5,0,0,0
"115.74,39.57",0,4,0,0,0
"115.74,39.58",0,1,0,0,0
"115.74,39.66",0,1,0,0,0
"115.74,39.73",0,3,0,0,0
"115.74,39.74",0,2,0,0,0
"115.75,39.53",0,5,0,0,0
"115.75,39.55",0,3,0,0,0
"115.75,39.57",0,1,0,0,0
"115.75,40.09",0,1,0,0,0
"115.76,39.54",0,6,0,0,0
"115.76,39.59",0,2,0,0,0
"115.76,39.60",0,3,0,0,0
"115.76,39.75",0,2,0,1,0
"115.76,40.00",0,1,0,0,0
"115.77,39.54",0,5,0,0,0
"115.77,39.60",0,2,0,0,0
"115.77,39.61",0,1,0,0,0
"115.77,39.90",0,2,0,0,0
"115.77,40.00",0,8,0,1,0
"115.77,40.46",0,2,0,0,0
"115.78,39.54",0,4,0,0,0
"115.78,39.61",0,1,0,0,0
"115.78,39.89",0,9,0,0,0
"115.78,39.96",0,1,0,0,0
"115.79,39.52",0,2,0,0,0
"115.79,39.54",0,6,0,0,0
"115.79,39.55",0,3,0,0,0
"115.79,39.60",0,2,0,0,0
"115.79,39.88",0,4,0,0,0
"115.79,39.94",0,3,0,0,0
"115.79,40.44",0,1,0,1,0
"115.80,39.55",0,7,0,1,0
"115.80,39.59",0,2,0,0,0
"115.80,40.05",0,1,0,0,0
"115.81,39.55",0,8,0,2,0
"115.81,39.56",0,2,0,0,0
"115.81,39.57",0,2,0,0,0
"115.81,39.58",0,4,0,0,0
"115.81,39.59",0,6,0,0,0
"115.81,39.67",0,3,0,0,0
"115.81,40.47",0,1,0,0,0
"115.81,40.50",0,3,0,0,0
"115.82,39.53",0,3,0,0,0
"115.82,39.55",0,7,0,2,0
"115.82,39.57",0,2,0,0,0
"115.82,39.66",0,3,0,0,0
"115.82,39.67",0,4,0,0,0
"115.82,39.76",0,1,0,0,0
"115.82,39.81",0,2,0,0,0
"115.82,40.01",0,1,0,0,0
"115.82,40.46",0,3,0,0,0
"115.82,40.47",0,2,0,0,0
"115.82,40.48",0,1,0,0,0
"115.83,39.48",0,1,0,1,0
"115.83,39.55",0,4,0,2,0
"115.83,39.56",0,6,0,1,0
"115.83,39.65",0,6,0,0,0
"115.83,40.05",0,1,0,0,0
"115.83,40.47",0,5,0,1,0
"115.83,40.48",0,1,0,0,0
"115.84,39.53",0,2,0,0,0
"115.84,39.56",0,2,0,0,0
"115.84,39.59",0,1,0,1,0
"115.84,39.70",0,1,0,0,0
"115.84,39.83",0,4,0,0,0
"115.84,40.47",0,7,0,1,0
"115.84,40.48",0,3,0,0,0
"115.85,39.56",0,3,0,0,0
"115.85,39.59",0,1,0,1,0
"115.85,39.64",0,4,0,0,0
"115.85,39.69",0,2,0,0,0
"115.85,39.70",0,3,0,0,0
"115.85,39.72",0,2,0,0,0
"115.85,40.03",0,2,0,0,0
"115.85,40.48",0,4,0,0,0
"115.86,39.56",0,8,0,1,0
"115.86,39.57",0,7,0,1,0
"115.86,39.59",0,1,0,0,0
"115.86,39.60",0,1,0,0,0
"115.86,39.69",0,5,0,0,0
"115.86,39.79",0,4,0,0,0
"115.86,40.03",0,1,0,0,0
"115.86,40.04",0,1,0,0,0
"115.86,40.46",0,3,0,0,0
"115.86,40.48",0,2,0,0,0
"115.87,39.57",0,8,0,1,0
"115.87,39.60",0,1,0,0,0
"115.87,39.61",0,2,0,0,0
"115.87,39.62",0,3,0,0,0
"115.87,39.67",0,2,0,0,0
"115.87,39.68",0,5,0,0,0
"115.87,39.81",0,7,0,1,0
"115.87,40.04",0,3,0,0,0
"115.87,40.36",0,2,0,0,0
"115.87,40.46",0,4,0,0,0
"115.88,39.56",0,6,0,0,0
"115.88,39.57",0,5,0,0,0
"115.88,39.63",0,2,0,0,0
"115.88,39.66",0,3,0,0,0
"115.88,39.84",0,1,0,0,0
"115.88,39.86",0,2,0,0,0
"115.88,40.03",0,2,0,0,0
"115.88,40.37",0,2,0,0,0
"115.88,40.41",0,3,0,0,0
"115.88,40.43",0,1,0,0,0
"115.89,39.57",0,6,0,0,0
"115.89,39.58",0,4,0,0,0
"115.89,39.61",0,2,0,0,0
"115.89,39.62",0,1,0,0,0
"115.89,39.66",0,6,0,0,0
"115.89,39.82",0,5,0,0,0
"115.89,40.03",0,2,0,0,0
"115.89,40.37",0,6,0,1,0
"115.89,40.38",0,7,0,1,0
"115.89,40.40",0,1,0,0,0
"115.89,40.41",0,2,0,0,0
"115.89,40.42",0,3,0,0,0
"115.89,40.50",0,3,0,0,0
"115.89,40.51",0,1,0,0,0
"115.90,39.58",0,7,0,1,0
"115.90,39.59",0,6,0,2,0
"115.90,39.60",0,5,0,0,0
"115.90,39.61",0,10,0,0,0
"115.90,39.62",0,4,0,0,0
"115.90,39.63",0,4,0,0,0
"115.90,39.66",0,5,0,0,0
"115.90,39.82",0,4,0,0,0
"115.90,40.03",0,2,0,1,0
"115.90,40.08",0,3,0,0,0
"115.90,40.36",0,1,0,1,0
"115.90,40.37",0,7,0,2,0
"115.90,40.38",0,7,0,1,0
"115.90,40.39",0,3,0,1,0
"115.90,40.42",0,1,0,0,0
"115.91,39.61",0,11,0,0,0
"115.91,39.62",0,6,0,1,0
"115.91,39.63",0,3,0,1,0
"115.91,39.66",0,4,0,0,0
"115.91,39.67",0,7,0,0,0
"115.91,39.74",0,2,0,0,0
"115.91,39.82",0,5,0,0,0
"115.91,39.95",0,4,0,0,0
"115.91,40.37",0,4,0,1,0
"115.91,40.39",0,3,0,1,0
"115.91,40.40",0,2,0,0,0
"115.91,40.51",0,3,0,0,0
"115.92,39.60",0,3,0,0,0
"115.92,39.61",0,3,0,0,0
"115.92,39.62",0,3,0,1,0
"115.92,39.63",0,3,0,1,0
"115.92,39.64",0,3,0,1,0
"115.92,39.65",0,1,0,1,0
"115.92,39.66",0,2,0,0,0
"115.92,39.68",0,3,0,1,0
"115.92,39.71",0,3,0,0,0
"115.92,39.72",0,4,0,0,0
"115.92,39.73",0,4,0,1,0
"115.92,39.74",0,3,0,1,0
"115.92,40.01",0,1,0,0,0
"115.92,40.02",0,1,0,0,0
"115.92,40.09",0,2,0,0,0
"115.92,40.36",0,5,0,0,0
"115.92,40.37",0,6,0,0,0
"115.92,40.39",0,2,0,0,0
"115.92,40.41",0,2,0,0,0
"115.92,40.42",0,1,0,0,0
"115.92,40.43",0,3,0,0,0
"115.93,39.60",0,3,0,0,0
"115.93,39.63",0,2,0,0,0
"115.93,39.64",0,4,0,1,0
"115.93,39.65",0,4,0,3,0
"115.93,39.66",0,1,0,1,0
"115.93,39.67",0,5,0,1,0
"115.93,39.68",0,3,0,1,0
"115.93,39.69",0,3,0,0,0
"115.93,39.70",0,3,0,1,0
"115.93,39.71",0,4,0,1,0
"115.93,39.72",0,5,0,0,0
"115.93,39.74",0,2,0,0,0
"115.93,39.81",0,10,0,0,0
"115.93,39.82",0,12,0,0,0
"115.93,39.96",0,4,0,0,0
"115.93,40.01",0,1,0,0,0
"115.93,40.35",0,3,0,0,0
"115.93,40.36",0,7,0,0,0
"115.93,40.41",0,2,0,0,0
"115.93,40.43",0,3,0,0,0
"115.93,40.52",0,4,0,0,0
"115.94,39.60",0,2,0,0,0
"115.94,39.66",0,8,0,1,0
"115.94,39.67",0,9,0,0,0
"115.94,39.68",0,8,0,1,0
"115.94,39.69",0,5,0,0,0
"115.94,39.70",0,2,0,1,0
"115.94,39.73",0,4,0,0,0
"115.94,39.74",0,3,0,0,0
"115.94,39.82",0,13,0,2,0
"115.94,39.97",0,5,0,0,0
"115.94,40.33",0,1,0,0,0
"115.94,40.36",0,6,0,0,0
"115.94,40.41",0,2,0,0,0
"115.94,40.43",0,4,0,0,0
"115.94,40.45",0,5,0,0,0
"115.94,40.48",0,6,0,0,0
"115.94,40.52",0,5,0,1,0
"115.95,39.60",0,2,0,0,0
"115.95,39.61",0,2,0,0,0
"115.95,39.63",0,2,0,0,0
"115.95,39.65",0,1,0,0,0
"115.95,39.72",0,10,0,0,0
"115.95,39.73",0,15,0,0,1
"115.95,39.74",0,7,0,0,1
"115.95,39.75",0,1,0,0,0
"115.95,39.80",0,3,0,0,0
"115.95,39.82",0,8,0,3,0
"115.95,40.35",0,1,0,0,0
"115.95,40.36",0,4,0,0,0
"115.95,40.37",0,3,0,0,0
"115.95,40.38",0,4,0,2,0
"115.95,40.39",0,1,0,0,0
"115.95,40.43",0,8,0,1,0
"115.95,40.44",0,14,0,0,0
"115.95,40.46",0,6,0,0,0
"115.95,40.49",0,8,0,0,0
"115.96,39.57",0,3,0,0,0
"115.96,39.58",0,7,0,0,0
"115.96,39.60",0,5,0,0,0
"115.96,39.61",0,6,0,1,0
"115.96,39.62",0,4,0,1,0
"115.96,39.63",0,5,0,0,0
"115.96,39.64",0,3,0,0,0
"115.96,39.65",0,2,0,0,0
"115.96,39.70",0,1,0,0,0
"115.96,39.71",0,3,0,1,0
"115.96,39.72",0,13,0,2,0
"115.96,39.73",0,20,0,0,1
"115.96,39.74",0,7,0,0,1
"115.96,39.75",0,7,0,0,0
"115.96,39.76",0,7,0,1,0
"115.96,39.82",0,8,0,1,0
"115.96,39.85",0,1,0,0,0
"115.96,39.98",0,6,0,0,0
"115.96,40.36",0,9,0,0,0
"115.96,40.37",0,3,0,0,0
"115.96,40.39",0,1,0,0,0
"115.96,40.40",0,1,0,0,0
"115.96,40.41",0,3,0,0,0
"115.96,40.44",0,13,0,0,0
"115.96,40.45",0,14,0,1,0
"115.96,40.46",0,15,0,0,0
"115.96,40.47",0,7,0,0,0
"115.96,40.48",0,4,0,0,0
"115.96,40.49",0,5,0,0,0
"115.96,40.52",0,3,0,1,0
"115.97,39.62",0,3,0,0,0
"115.97,39.64",0,8,0,0,0
"115.97,39.65",0,7,0,3,0
"115.97,39.66",0,4,0,0,0
"115.97,39.67",0,1,0,1,0
"115.97,39.69",0,1,0,0,0
"115.97,39.70",0,5,0,0,0
"115.97,39.71",0,9,0,1,0
"115.97,39.75",0,7,0,0,0
"115.97,39.76",0,8,0,1,0
"115.97,39.77",0,2,0,0,0
"115.97,39.80",0,4,0,0,0
"115.97,39.85",0,3,0,0,0
"115.97,40.04",0,1,0,0,0
"115.97,40.10",0,1,0,0,0
"115.97,40.36",0,9,0,1,0
"115.97,40.37",0,10,0,1,0
"115.97,40.41",0,6,0,0,0
"115.97,40.42",0,3,0,0,0
"115.97,40.44",0,12,0,0,0
"115.97,40.45",0,16,0,1,0
"115.97,40.46",0,20,0,0,0
"115.97,40.47",0,20,0,0,1
"115.97,40.48",0,7,0,0,0
"115.97,40.51",0,1,0,0,0
"115.98,39.61",0,1,0,0,0
"115.98,39.62",0,2,0,1,0
"115.98,39.63",0,2,0,1,0
"115.98,39.64",0,6,0,1,0
"115.98,39.65",0,10,0,4,0
"115.98,39.66",0,7,0,2,0
"115.98,39.67",0,3,0,0,0
"115.98,39.70",0,22,0,1,0
"115.98,39.74",0,5,0,2,0
"115.98,39.77",0,2,0,0,0
"115.98,39.79",0,4,0,0,0
"115.98,39.80",0,8,0,0,0
"115.98,39.97",0,2,0,0,0
"115.98,40.05",0,1,0,0,0
"115.98,40.35",0,1,0,0,0
"115.98,40.36",0,7,0,1,0
"115.98,40.37",0,6,0,1,0
"115.98,40.38",0,1,0,0,0
"115.98,40.41",0,5,0,0,0
"115.98,40.42",0,5,0,0,0
"115.98,40.43",0,9,0,2,0
"115.98,40.44",0,13,0,2,0
"115.98,40.45",0,11,0,0,0
"115.98,40.46",0,18,0,0,0
"115.98,40.47",0,24,0,0,1
"115.98,40.49",0,1,0,1,0
"115.98,40.50",0,5,0,0,0
"115.98,40.51",0,5,0,0,0
"115.99,39.61",0,3,0,0,0
"115.99,39.62",0,5,0,1,0
"115.99,39.63",0,2,0,1,0
"115.99,39.64",0,4,0,0,0
"115.99,39.66",0,6,0,2,0
"115.99,39.67",0,4,0,0,0
"115.99,39.68",0,3,0,1,0
"115.99,39.72",0,12,0,2,0
"115.99,39.73",0,8,0,1,0
"115.99,39.74",0,9,0,2,0
"115.99,39.75",0,1,0,0,0
"115.99,39.77",0,4,0,0,0
"115.99,39.78",0,5,0,0,0
"115.99,39.79",0,18,0,1,0
"115.99,39.80",0,15,0,1,0
"115.99,39.82",0,4,0,0,0
"115.99,39.97",0,3,0,0,0
"115.99,39.99",0,1,0,0,0
"115.99,40.35",0,1,0,0,0
"115.99,40.36",0,5,0,0,0
"115.99,40.42",0,5,0,0,0
"115.99,40.44",0,10,0,2,0
"115.99,40.45",0,7,0,0,0
"115.99,40.46",0,15,0,3,0
"115.99,40.47",0,21,0,4,0
"115.99,40.48",0,3,0,1,0
"115.99,40.49",0,1,0,1,0
"116.00,39.60",0,5,0,0,0
"116.00,39.62",0,3,0,0,0
"116.00,39.67",0,1,0,0,0
"116.00,39.68",0,2,0,0,0
"116.00,39.69",0,3,0,0,0
"116.00,39.72",0,6,0,3,0
"116.00,39.73",0,10,0,3,0
"116.00,39.76",0,3,0,0,0
"116.00,39.82",0,4,0,0,0
"116.00,39.97",0,2,0,0,0
"116.00,40.01",0,2,0,0,0
"116.00,40.14",0,3,0,0,0
"116.00,40.16",0,1,0,0,0
"116.00,40.36",0,3,0,0,0
"116.00,40.42",0,3,0,0,0
"116.00,40.45",0,5,0,1,0
"116.00,40.46",0,13,0,3,0
"116.00,40.47",0,14,0,5,0
"116.00,40.48",0,2,0,1,0
"116.01,39.59",0,1,0,1,0
"116.01,39.60",0,5,0,1,0
"116.01,39.68",0,4,0,1,0
"116.01,39.69",0,3,0,2,0
"116.01,39.72",0,7,0,3,0
"116.01,39.73",0,6,0,2,0
"116.01,39.75",0,3,0,0,0
"116.01,39.76",0,3,0,0,0
"116.01,39.82",0,5,0,0,0
"116.01,39.89",0,1,0,0,0
"116.01,39.90",0,3,0,0,0
"116.01,40.01",0,3,0,0,0
"116.01,40.07",0,1,0,0,0
"116.01,40.13",0,2,0,0,0
"116.01,40.14",0,5,0,0,0
"116.01,40.27",0,1,0,0,0
"116.01,40.29",0,2,0,0,0
"116.01,40.30",0,3,0,0,0
"116.01,40.31",0,2,0,0,0
"116.01,40.35",0,2,0,0,0
"116.01,40.36",0,4,0,0,0
"116.01,40.42",0,3,0,0,0
"116.01,40.45",0,5,0,2,0
"116.01,40.48",0,4,0,0,0
"116.01,40.53",0,6,0,0,0
"116.02,39.60",0,8,0,1,0
"116.02,39.66",0,1,0,0,0
"116.02,39.67",0,3,0,0,0
"116.02,39.72",0,1,0,2,0
"116.02,39.73",0,1,0,1,0
"116.02,39.74",0,1,0,0,0
"116.02,39.79",0,4,0,1,0
"116.02,39.88",0,3,0,0,0
"116.02,39.89",0,4,0,0,0
"116.02,39.90",0,5,0,0,0
"116.02,39.97",0,2,0,1,0
"116.02,40.00",0,3,0,0,0
"116.02,40.01",0,3,0,0,0
"116.02,40.14",0,7,0,0,0
"116.02,40.15",0,3,0,0,0
"116.02,40.19",0,2,0,0,0
"116.02,40.28",0,2,0,0,0
"116.02,40.29",0,2,0,0,0
"116.02,40.30",0,3,0,0,0
"116.02,40.34",0,1,0,0,0
"116.02,40.35",0,2,0,0,0
"116.02,40.36",0,2,0,0,0
"116.02,40.42",0,2,0,0,0
"116.02,40.43",0,2,0,0,0
"116.02,40.44",0,6,0,2,0
"116.02,40.45",0,4,0,3,0
"116.02,40.48",0,3,0,0,0
"116.02,40.49",0,2,0,0,0
"116.02,40.54",0,5,0,0,0
"116.03,39.58",0,5,0,0,0
"116.03,39.59",0,2,0,0,0
"116.03,39.60",0,8,0,1,0
"116.03,39.61",0,10,0,2,0
"116.03,39.62",0,5,0,0,0
"116.03,39.63",0,1,0,0,0
"116.03,39.64",0,3,0,0,0
"116.03,39.65",0,2,0,0,0
"116.03,39.66",0,6,0,0,0
"116.03,39.67",0,4,0,0,0
"116.03,39.70",0,1,0,0,0
"116.03,39.72",0,1,0,2,0
"116.03,39.73",0,1,0,2,0
"116.03,39.76",0,2,0,1,0
"116.03,39.77",0,6,0,2,0
"116.03,39.78",0,13,0,1,0
"116.03,39.81",0,5,0,0,0
"116.03,39.87",0,2,0,1,0
"116.03,39.88",0,5,0,1,0
"116.03,39.90",0,5,0,0,0
"116.03,39.96",0,1,0,0,0
"116.03,39.97",0,2,0,1,0
"116.03,39.98",0,2,0,1,0
"116.03,39.99",0,1,0,1,0
"116.03,40.00",0,3,0,0,0
"116.03,40.06",0,1,0,0,0
"116.03,40.15",0,2,0,0,0
"116.03,40.16",0,1,0,0,0
"116.03,40.18",0,1,0,0,0
"116.03,40.20",0,4,0,0,0
"116.03,40.28",0,2,0,0,0
"116.03,40.33",0,1,0,0,0
"116.03,40.34",0,1,0,0,0
"116.03,40.43",0,4,0,0,0
"116.03,40.48",0,7,0,1,0
"116.04,39.58",0,10,0,0,0
"116.04,39.59",0,13,0,0,0
"116.04,39.60",0,12,0,1,0
"116.04,39.61",0,6,0,1,0
"116.04,39.62",0,5,0,1,0
"116.04,39.63",0,2,0,1,0
"116.04,39.64",0,4,0,0,0
"116.04,39.65",0,1,0,0,0
